"","Move","RPRICE","MPRICE"
"1",83.1369956495219,-0.270773330367282,-0.64803404886357
"2",1235.40144000683,-0.497453514416399,-0.943738327145478
"3",120.331069607771,0.0215355773320009,0.108354508691027
"4",-216.677269472094,-0.212689209762283,0.15730658931803
"5",53.0434036920786,-0.148917251466528,0.141269043974643
"6",-578.336736114087,0.229954422290193,0.558938598256153
"7",-14.9400696396633,-0.176842437018296,-0.0666924525366474
"8",380.702029659092,-0.0592847707098213,-0.187817935171309
"9",27.2151196966621,-0.173724937574637,-0.0225596719733229
"10",-81.6906652583623,0.0558026031464095,0.314339519994915
"11",88.2751310756495,0.125093751115466,0.328479756397637
"12",-133.886031196906,0.0966746643050502,0.224136118350964
"13",-155.477238923936,0.0904486781970137,0.313513411168226
"14",724.019474420226,-0.813338226575552,-1.61498238395852
"15",-113.790994861888,0.193953930269352,0.682473986020399
"16",405.52126808596,-0.141632732138718,-0.436150701102188
"17",17.4312762943454,0.0713181499982661,0.40542515746235
"18",382.58236012134,-0.536021096561208,-0.714776931034971
"19",-68.8198897037023,-0.0100003588083705,0.22468467711291
"20",-212.777429355041,0.0810520993091963,0.127160381187029
"21",-160.295479775816,0.336101637925592,0.336713984710925
"22",-179.527103958994,0.0360423959430352,0.193562601898555
"23",13.3228727868989,-0.00958665869044488,0.097737331867694
"24",101.416961446615,-0.0605288611539818,-0.0184918128023835
"25",-76.9177053427518,0.0494988274183466,0.127605721184416
"26",-89.6943350499923,0.128516673285488,0.281430929370253
"27",-144.611854180689,0.148799924910153,0.273690847797881
"28",24.2195175642609,-0.059427236191809,-0.121103899538967
"29",-48.4363189957171,0.114701184806256,0.301638858875331
"30",-182.450512732915,0.154567119161367,0.277467823159603
"31",-100.162051401684,0.117374007269066,0.287284161596721
"32",-154.244731912816,0.100355861336178,0.21618911956615
"33",519.876612288929,0.0760849037545504,0.217543863937228
"34",-31.4254671815319,-0.0490922291602473,-0.286723965121052
"35",-202.634502927525,-0.0405801661086119,0.14920640685213
"36",-11.9726113517638,0.201307911435879,0.312116279221498
"37",134.280586351252,0.364791959735412,0.469259546278895
"38",-105.129907022916,-0.112860812383597,-0.209246309480479
"39",13.5383995569449,-0.198851417232339,0.0471134080726575
"40",-184.054546029844,-0.0208217638791147,0.161877745339773
"41",-372.824609260718,0.34807748700833,0.514612183753616
"42",-99.2355893473139,0.0487901273259286,0.137118625936676
"43",121.670436223713,-0.287810483133972,-0.326870063986199
"44",-58.8238000578637,-0.120174952254912,0.10571881240422
"45",-128.000207783889,0.202457872349053,0.269690891174626
"46",94.9639340690034,0.0112855990949954,-0.0295253424925469
"47",-142.436991165426,0.043654073775122,0.0712993825562516
"48",-41.7861208453862,0.073177502454457,0.150354954007099
"49",534.801674134765,-0.353832667918907,-0.909108938425915
"50",-192.687482179496,0.143096169381838,0.198802791300045
"51",-264.064930419558,0.154062273865003,0.250138044145842
"52",-135.90051273263,0.183768858984778,0.28155263482198
