"Move","RPRICE","MPRICE"
208.236482734519,-0.458761979821222,-0.967434735118073
-135.007906870038,0.169621242887105,0.547046929980402
-92.0971202449207,0.0297697472555178,0.00409229041803954
1678.56927677564,-0.97669852566774,-2.02285718404585
78.1505793530197,-0.190608838356639,-0.144384680359759
819.748753584123,-0.477139613087865,-1.02244206767908
98.3898679066468,-0.592787454814724,-1.10978264320954
1899.3726066523,-0.836388819353488,-1.43032316756247
171.933084420155,-0.25643477813699,-0.26752421553229
-103.662114715374,-0.00816377087525736,-0.0897237020394437
-100.276597053404,0.0302108346756434,0.00518317405126737
-189.866537692225,0.0218301736932627,-0.0155436149800377
-173.557880881153,0.0628513037649147,0.0859085629100326
-113.635146201211,0.0482954189007802,0.0499094030135562
-167.943398543123,0.0244766982140148,-0.00899831318067813
-116.429914286042,0.0527062931020333,0.0608182393458217
77.8771246483934,0.0249177856341399,-0.00790742954745079
-90.2786193991989,-0.0558012122487887,-0.207539134427912
-128.353457904302,0.0328573591963952,0.0117284758506267
756.287588478731,-0.961260465963354,-1.98467625688292
-70.2501772175019,0.213427238478129,0.854864727675772
604.620382519853,-0.489197011809869,-1.0427057058107
-26.0888124125261,0.000243673559001872,0.128147614821397
630.081952094404,-0.487873749549494,-1.03943305491102
-104.422415391965,-0.011224599364256,0.0997846403575054
-136.814623009694,0.0487365063209055,0.0510002866467826
-181.071365138235,0.0346217088768963,0.0160920103835331
-170.04520556239,0.0566760798831608,0.0706361920448607
-108.455669392728,0.0478543314806549,0.0488185193803293
-109.046014500708,0.0222712611133881,-0.0144527313468106
-147.020259394022,0.0271232227347662,-0.00245301138131865
-96.4814244994138,0.0430023698592768,0.0368187994148377
-119.251246415877,0.0178603869121351,-0.0253615676790764
46.8260189041807,-0.167583728223731,-0.389363407782601
-71.8335831623247,0.0708959700356155,0.18465803176892
-137.661710246215,0.00903863850962944,-0.047179240343608
-94.1224708824477,0.0421201950190262,0.0346370321483842
-130.892292798911,0.0169782120718847,-0.02754333494553
517.672297202383,0.0377093208177733,0.0237281958161184
-57.4114396242185,-0.252085114204544,-0.692982351213732
-166.788867903008,0.0535884679422837,0.0630000066122752
8.90328422423836,0.0469721566404048,0.0466367521138767
406.952772091815,-0.0293359670412711,-0.142086116434318
-99.1792391948866,-0.191215050227254,-0.542440409828467
-127.839973647221,0.0610869540844138,0.0815450283771267
-192.558689819471,0.0284464849951421,0.000819639518360383
-152.557880881153,0.0628513037649147,0.0859085629100326
-173.866133223066,0.0390325830781494,0.0270008467157983
-44.429914286042,-0.147293706897967,-0.339182760654178
-187.730158266422,0.107506225906015,0.275201373326725
-117.788867903008,0.0535884679422837,0.0630000066122752
68.6976478399103,-0.0746411269457349,-0.206663545914225
-156.149953983418,0.00532092305938306,-0.0170231440503107
-59.1478215199744,0.0544706427825348,0.0651817738787282
511.286779540413,-0.500665284733127,-1.07106868027459
-149.67753964387,0.0434702407312802,0.235054210877599
-203.942589604805,0.0588815169837877,0.0760906102109932
-166.37840407267,0.0624102163447895,0.0848176792768065
401.621191458171,-0.454792193040096,-0.95761678241903
-164.009929215832,0.0836091959626818,0.334324621501216
-129.583635987839,0.0579993421435369,0.0739088429445399
-171.097120244921,0.0297697472555179,0.00409229041804038
-175.609391094525,0.0531473805221585,0.0619091229790487
-75.7120070521097,0.0509419434215321,0.0564547048129158
-54.9438030122825,0.00727428882912763,-0.211384774876514
-179.53068981367,0.0278381691404764,-0.0811872162033559
-197.34999959771,0.27900430987501,0.445123285250925
-130.295257925479,0.163366217750957,0.0803927680035899
-162.834092820087,0.147487070626446,0.0411209572074335
-120.833688350928,0.164689480011333,0.0836654189032694
76.9606752647437,-0.156923803574807,-0.569568879124832
-182.90003936164,0.231200582768879,0.366329630443567
425.371543564241,-0.530899645787414,-1.30520674476447
-42.5269771881864,0.301543394125973,0.698005585021437
189.959866326426,-0.0913286223445791,-0.454644802516504
-149.866315138905,-0.0696421507072137,-0.322272499146426
-210.144767682541,0.283415184076263,0.456032121583191
314.730497181207,-0.531781820627665,-1.30738851203092
-165.448902929811,0.35050409775988,0.819093668309586
-168.526244947334,0.154103381928326,0.0574842117058315
-165.372118776378,0.166012742271709,0.0869380698029494
-119.936304308513,0.162484042910706,0.0782110007371365
-103.039324735256,0.143076196425193,0.030212120875168
-175.424033458908,0.139106409644065,0.0203941681761284
-179.705317286658,0.171746878733337,0.101119557034894
-142.09002601031,0.16777709195221,0.0913016043358557
563.371139095082,-0.548102055172301,-1.3477512064603
-104.0155152769,0.24376094208956,0.555099829068758
-163.295662394638,0.146163808366071,0.0378483063077535
-106.013165159411,0.165130567431458,0.0847563025364959
121.65282739199,-0.263540114876686,-0.785972133623231
-188.629075007691,0.269853687113508,0.501371713110025
-135.269502818793,0.468218179372335,0.522499487969082
-129.277314074993,0.0005538610879091,-0.356220846961556
526.807358032106,0.165571654851584,0.0858471861697225
0.261647161793856,-0.142748451815996,-0.676680473455644
-159.757231969189,0.144840546105695,0.0345756554080739
-188.474734733962,0.163807305171082,0.0814836516368159
66.7562522878928,-0.226929859006286,-0.695428792065426
-156.808147347015,0.28749718391852,0.545007058439087
-179.269907287952,0.151015769987448,0.0502170262732456
-115.504774412581,0.171255264195127,0.1000895534624
-142.582444201797,0.139496969946106,0.258443931870089
430.762897570334,-0.675297943059546,-0.622696723810509
-117.750635491255,0.212447046511709,0.396331032883367
317.80620498277,-0.806871664196701,-0.991944732081858
-166.443827996462,0.329164170357856,0.728411546688155
-89.9885631020614,0.107539210004552,0.159015104250406
-104.219954593075,0.0810739647970349,0.093562086256813
-156.706874805153,0.0921011503001667,0.120834177087477
-162.321761612342,0.113273346466181,0.173196591482352
-128.783331186892,0.111950084205805,0.169923940582672
328.13940349305,-0.782605800658329,-0.946027219313804
446.577071748058,-0.891530074697873,-1.05459392712079
-127.399574022839,0.432759306851684,1.1188317527315
105.558659332044,-0.320772324739313,-1.15096962319717
-137.808147347015,0.28749718391852,0.629139058439087
-167.056784971303,0.131114926081655,0.546317891088978
-145.270756818328,0.089102269641157,-0.144679804444913
-135.807233537464,0.13351970589048,0.50858928551257
